Date,Region,Country,Supplier Name,Inventory,Lead Time (days),Transport Status,News Sentiment,Weather Condition,Risk Factor,Sentiment Analysis,Sentiment Score,Risk Analysis,Risk Confidence
2024-07-03,Asia,India,Benson LLC,27663,28,In Transit,Export restrictions lead to surplus in local markets.,Drought leading to crop failure,High,LABEL_0,0.5000081062316895,neutral,0.7972345352172852
2024-08-03,North America,Germany,Jones-Doyle,13191,27,In Transit,Export restrictions lead to surplus in local markets.,Strong winds causing crop damage,High,LABEL_0,0.5000081062316895,neutral,0.8039727807044983
2024-04-13,Europe,India,"Peterson, Campbell and Garcia",86805,17,Delayed,Improved infrastructure reduces transportation delays.,Drought leading to crop failure,High,LABEL_2,0.5472204089164734,contradiction,0.5025476217269897
2024-05-28,Africa,Brazil,Smith-Martin,36868,9,Awaiting Dispatch,Export restrictions lead to surplus in local markets.,Strong winds causing crop damage,High,LABEL_0,0.5000081062316895,neutral,0.8264675736427307
2024-10-11,North America,USA,Blake Inc,70089,20,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,High humidity increasing pest risks,Medium,LABEL_2,0.5472204089164734,neutral,0.6620485186576843
2024-07-12,South America,USA,Baker-Mueller,15461,19,In Transit,Delays in transportation cause supply chain disruptions.,High humidity increasing pest risks,High,LABEL_0,0.8567883372306824,neutral,0.7846309542655945
2024-12-12,Europe,USA,Foster-Gomez,93372,19,Delayed,Pest infestation reduces tomato output in key regions.,Mild rainfall aiding crop growth,High,LABEL_0,0.7376754879951477,neutral,0.8773414492607117
2024-02-21,North America,Australia,Watson Group,91882,22,In Transit,Farmers report higher yields thanks to favorable weather.,Heavy rainfall causing waterlogging,High,LABEL_2,0.8424614071846008,contradiction,0.5315786600112915
2024-02-26,Asia,Brazil,Booth Group,16230,2,In Transit,Delays in transportation cause supply chain disruptions.,Strong winds causing crop damage,High,LABEL_0,0.8567883372306824,neutral,0.6576483845710754
2024-02-27,South America,USA,"Stewart, Fernandez and Young",81216,23,In Transit,Improved infrastructure reduces transportation delays.,Strong winds causing crop damage,High,LABEL_2,0.5472204089164734,neutral,0.6840042471885681
2024-11-12,North America,South Africa,Allen Ltd,91990,1,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,Strong winds causing crop damage,High,LABEL_0,0.8395679593086243,contradiction,0.7346916794776917
2024-01-21,Asia,South Africa,Roberts-Dudley,79418,5,In Transit,Drought conditions lead to reduced tomato supply.,Heavy rainfall causing waterlogging,Low,LABEL_0,0.75569087266922,contradiction,0.9828143119812012
2024-07-13,Asia,Canada,"Bell, Nelson and Taylor",71863,22,Delayed,Labor shortages affect harvesting in rural areas.,High humidity increasing pest risks,High,LABEL_0,0.5824687480926514,neutral,0.8196649551391602
2024-10-18,Asia,Germany,Day-James,42609,26,In Transit,Export restrictions lead to surplus in local markets.,Mild rainfall aiding crop growth,High,LABEL_0,0.5000081062316895,neutral,0.8407416939735413
2024-06-10,South America,Australia,Lambert and Sons,16692,16,In Transit,Farmers report higher yields thanks to favorable weather.,Unexpected frost damaging crops,Medium,LABEL_2,0.8424614071846008,contradiction,0.9825688600540161
2024-05-08,Europe,Germany,Higgins-Wright,95553,18,Delayed,Improved infrastructure reduces transportation delays.,Strong winds causing crop damage,High,LABEL_2,0.5472204089164734,contradiction,0.5307073593139648
2024-09-01,Asia,South Africa,"Brown, Winters and Tate",92839,21,In Transit,Farmers report higher yields thanks to favorable weather.,High humidity increasing pest risks,High,LABEL_2,0.8424614071846008,neutral,0.7286137938499451
2024-10-19,Europe,Australia,Mendoza PLC,68028,17,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,Heavy rainfall causing waterlogging,Medium,LABEL_0,0.8395679593086243,neutral,0.8188118934631348
2024-04-16,South America,Canada,"Grant, Gardner and Bennett",14332,29,In Transit,Government announces subsidies for tomato farmers.,Strong winds causing crop damage,High,LABEL_1,0.7901261448860168,neutral,0.7650871872901917
2024-12-22,Asia,South Africa,Robertson PLC,87989,2,Delayed,Tomato prices soar due to unexpected frost in the region.,Sunny and favorable for farming,High,LABEL_0,0.565018355846405,neutral,0.7130171060562134
2024-05-24,North America,China,"Villarreal, Parks and Lopez",17843,26,Delayed,Labor shortages affect harvesting in rural areas.,Sunny and favorable for farming,High,LABEL_0,0.5824687480926514,neutral,0.7785725593566895
2024-03-11,South America,South Africa,Thomas-Cook,73465,16,Awaiting Dispatch,Pest infestation reduces tomato output in key regions.,Sunny and favorable for farming,Medium,LABEL_0,0.7376754879951477,neutral,0.8570041060447693
2024-02-06,Asia,China,Cooley LLC,53436,17,Awaiting Dispatch,Government announces subsidies for tomato farmers.,Strong winds causing crop damage,High,LABEL_1,0.7901261448860168,neutral,0.8321558833122253
2025-01-11,Africa,Brazil,"Lucas, Khan and Brown",46731,2,Delayed,Heavy rainfall damages crops in major producing areas.,Sunny and favorable for farming,High,LABEL_0,0.8395679593086243,contradiction,0.606208324432373
2024-01-28,Asia,USA,Perez-Brown,1982,23,In Transit,Drought conditions lead to reduced tomato supply.,Unexpected frost damaging crops,High,LABEL_0,0.75569087266922,neutral,0.6294653415679932
2024-04-07,North America,China,"Martin, Bowen and Copeland",13732,4,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,Drought leading to crop failure,Medium,LABEL_0,0.75569087266922,neutral,0.8861947655677795
2024-02-12,Oceania,India,Smith-Esparza,49622,17,In Transit,Farmers report higher yields thanks to favorable weather.,Strong winds causing crop damage,High,LABEL_2,0.8424614071846008,contradiction,0.9029650092124939
2024-09-16,Oceania,China,"Stewart, Brown and Simmons",87182,23,Delayed,Drought conditions lead to reduced tomato supply.,Heavy rainfall causing waterlogging,High,LABEL_0,0.75569087266922,contradiction,0.9646617770195007
2024-12-30,Oceania,South Africa,"Cruz, Jones and Snow",46602,24,In Transit,Government announces subsidies for tomato farmers.,Sunny and favorable for farming,High,LABEL_1,0.7901261448860168,neutral,0.8644351363182068
2024-02-28,North America,USA,"Weber, Williams and Rogers",28770,11,Delayed,Government announces subsidies for tomato farmers.,Heavy rainfall causing waterlogging,High,LABEL_1,0.7901261448860168,neutral,0.7693870067596436
2024-10-12,South America,Australia,"Solis, Smith and Palmer",81168,24,In Transit,Labor shortages affect harvesting in rural areas.,High humidity increasing pest risks,High,LABEL_0,0.5824687480926514,neutral,0.8632378578186035
2024-02-07,Asia,Canada,"Boyer, Murphy and Owens",4534,20,In Transit,Heavy rainfall damages crops in major producing areas.,Sunny and favorable for farming,Medium,LABEL_0,0.8395679593086243,neutral,0.49451032280921936
2024-09-20,North America,China,Martin LLC,65863,2,Delayed,Labor shortages affect harvesting in rural areas.,Heavy rainfall causing waterlogging,High,LABEL_0,0.5824687480926514,neutral,0.8068282008171082
2024-11-30,Asia,China,Jimenez Group,28742,16,Delayed,Delays in transportation cause supply chain disruptions.,Mild rainfall aiding crop growth,High,LABEL_0,0.8567883372306824,neutral,0.8885579109191895
2024-11-17,Africa,South Africa,Hill-Smith,41872,4,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,Sunny and favorable for farming,Low,LABEL_0,0.8395679593086243,contradiction,0.5755923986434937
2024-06-27,Asia,China,Wallace Inc,31545,29,In Transit,Pest infestation reduces tomato output in key regions.,Unexpected frost damaging crops,High,LABEL_0,0.7376754879951477,neutral,0.8263623714447021
2024-11-03,South America,Canada,Hardy-Ray,59651,7,Awaiting Dispatch,Labor shortages affect harvesting in rural areas.,Strong winds causing crop damage,High,LABEL_0,0.5824687480926514,neutral,0.7893526554107666
2024-02-24,North America,South Africa,Dyer Inc,9316,29,In Transit,Drought conditions lead to reduced tomato supply.,Mild rainfall aiding crop growth,High,LABEL_0,0.75569087266922,contradiction,0.8079409003257751
2025-01-06,Europe,India,Rice Inc,41342,29,Delayed,Export restrictions lead to surplus in local markets.,High humidity increasing pest risks,High,LABEL_0,0.5000081062316895,neutral,0.7955909371376038
2024-05-01,Europe,Canada,Harrison Group,93867,10,Delayed,Pest infestation reduces tomato output in key regions.,Heavy rainfall causing waterlogging,High,LABEL_0,0.7376754879951477,neutral,0.8463551998138428
2024-11-29,Oceania,USA,Martin-Solis,25624,3,Awaiting Dispatch,Export restrictions lead to surplus in local markets.,Unexpected frost damaging crops,Low,LABEL_0,0.5000081062316895,neutral,0.8110100626945496
2024-12-17,Europe,Germany,"Smith, Olson and Stuart",55395,1,Delayed,Labor shortages affect harvesting in rural areas.,Unexpected frost damaging crops,High,LABEL_0,0.5824687480926514,neutral,0.6984604597091675
2024-05-28,Europe,South Africa,Moore LLC,64200,21,Delayed,Tomato prices soar due to unexpected frost in the region.,Drought leading to crop failure,High,LABEL_0,0.565018355846405,contradiction,0.6947422623634338
2025-01-07,Oceania,South Africa,Flynn Ltd,30086,14,In Transit,Pest infestation reduces tomato output in key regions.,Sunny and favorable for farming,Medium,LABEL_0,0.7376754879951477,neutral,0.834242045879364
2024-02-01,North America,South Africa,Dominguez Inc,6210,24,In Transit,Tomato prices soar due to unexpected frost in the region.,Drought leading to crop failure,High,LABEL_0,0.565018355846405,contradiction,0.8561756014823914
2024-07-27,Europe,Australia,Miller Inc,79832,5,In Transit,Government announces subsidies for tomato farmers.,High humidity increasing pest risks,Low,LABEL_1,0.7901261448860168,neutral,0.8798733949661255
2025-01-04,Europe,Brazil,Wolfe-Nichols,73351,22,In Transit,Heavy rainfall damages crops in major producing areas.,Unexpected frost damaging crops,High,LABEL_0,0.8395679593086243,neutral,0.5013564229011536
2024-07-01,Europe,India,"Stevens, Brown and Barker",27475,23,Delayed,Delays in transportation cause supply chain disruptions.,Sunny and favorable for farming,High,LABEL_0,0.8567883372306824,neutral,0.7816852331161499
2024-05-26,Europe,China,Bennett-Schmitt,43373,29,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,Mild rainfall aiding crop growth,High,LABEL_0,0.75569087266922,contradiction,0.7103474736213684
2024-12-28,South America,Australia,Henson-Wade,64235,11,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,Drought leading to crop failure,Medium,LABEL_0,0.75569087266922,neutral,0.8777421712875366
2024-11-08,Africa,India,Olson and Sons,83232,19,Delayed,Export restrictions lead to surplus in local markets.,High humidity increasing pest risks,High,LABEL_0,0.5000081062316895,neutral,0.8536221385002136
2024-12-29,South America,Canada,Alvarez and Sons,98505,10,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,High humidity increasing pest risks,Low,LABEL_0,0.8395679593086243,neutral,0.7732917070388794
2024-12-22,Oceania,South Africa,Smith Group,70155,28,Delayed,Government announces subsidies for tomato farmers.,Drought leading to crop failure,High,LABEL_1,0.7901261448860168,neutral,0.639361560344696
2024-12-19,Europe,China,Vaughan Inc,85722,21,Awaiting Dispatch,Farmers report higher yields thanks to favorable weather.,Mild rainfall aiding crop growth,High,LABEL_2,0.8424614071846008,neutral,0.8765541911125183
2024-02-21,Africa,South Africa,Hall-Garcia,27590,19,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,Heavy rainfall causing waterlogging,Medium,LABEL_0,0.75569087266922,contradiction,0.9548193216323853
2024-11-30,South America,India,Washington Group,30733,9,Awaiting Dispatch,Tomato prices soar due to unexpected frost in the region.,Sunny and favorable for farming,Low,LABEL_0,0.565018355846405,neutral,0.7296083569526672
2024-11-27,Africa,Australia,Elliott-Smith,37123,24,Delayed,Pest infestation reduces tomato output in key regions.,Sunny and favorable for farming,High,LABEL_0,0.7376754879951477,neutral,0.7491098642349243
2024-05-13,South America,Australia,May-Pierce,6325,24,In Transit,Government announces subsidies for tomato farmers.,Strong winds causing crop damage,High,LABEL_1,0.7901261448860168,neutral,0.6836546659469604
2025-01-14,North America,Brazil,"Ford, Collins and Schmidt",10238,8,In Transit,Pest infestation reduces tomato output in key regions.,Heavy rainfall causing waterlogging,Medium,LABEL_0,0.7376754879951477,neutral,0.8363323211669922
2024-02-29,Oceania,China,Harris and Sons,97612,20,Awaiting Dispatch,Tomato prices soar due to unexpected frost in the region.,Drought leading to crop failure,Medium,LABEL_0,0.565018355846405,contradiction,0.7900089621543884
2024-12-22,Asia,Germany,Brown and Sons,55184,29,In Transit,Labor shortages affect harvesting in rural areas.,Sunny and favorable for farming,High,LABEL_0,0.5824687480926514,neutral,0.8303797245025635
2024-11-26,Africa,India,Mcdonald-Richard,84436,2,Delayed,Tomato prices soar due to unexpected frost in the region.,Strong winds causing crop damage,High,LABEL_0,0.565018355846405,neutral,0.8049712181091309
2024-12-02,Asia,Germany,Hughes Ltd,50828,12,Delayed,Farmers report higher yields thanks to favorable weather.,Sunny and favorable for farming,High,LABEL_2,0.8424614071846008,neutral,0.8794934153556824
2024-10-04,North America,Germany,"Vega, Cisneros and Turner",8893,12,Delayed,Improved infrastructure reduces transportation delays.,Drought leading to crop failure,High,LABEL_2,0.5472204089164734,contradiction,0.5266698598861694
2024-11-10,North America,South Africa,Butler-Fisher,82761,12,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,Unexpected frost damaging crops,Medium,LABEL_0,0.8395679593086243,contradiction,0.5176882743835449
2024-11-15,Europe,Canada,Guzman Group,41821,13,In Transit,Government announces subsidies for tomato farmers.,Unexpected frost damaging crops,Medium,LABEL_1,0.7901261448860168,neutral,0.7845715880393982
2024-01-21,Asia,India,"Small, Gomez and Brooks",71101,17,In Transit,Farmers report higher yields thanks to favorable weather.,High humidity increasing pest risks,Medium,LABEL_2,0.8424614071846008,neutral,0.7759285569190979
2024-11-28,Oceania,India,Valencia PLC,47994,12,Delayed,Pest infestation reduces tomato output in key regions.,Unexpected frost damaging crops,High,LABEL_0,0.7376754879951477,neutral,0.7933539152145386
2025-01-07,South America,Germany,"Garcia, Smith and Duarte",41832,14,Delayed,Government announces subsidies for tomato farmers.,Heavy rainfall causing waterlogging,High,LABEL_1,0.7901261448860168,neutral,0.7538565993309021
2024-09-20,Oceania,Canada,"Harris, Gillespie and Weaver",97924,11,In Transit,Heavy rainfall damages crops in major producing areas.,Strong winds causing crop damage,High,LABEL_0,0.8395679593086243,contradiction,0.598914384841919
2024-07-03,Africa,Germany,Cohen PLC,51988,18,Delayed,Tomato prices soar due to unexpected frost in the region.,Drought leading to crop failure,High,LABEL_0,0.565018355846405,contradiction,0.7776471376419067
2024-08-22,North America,Australia,Black-Ayers,63758,10,In Transit,Pest infestation reduces tomato output in key regions.,High humidity increasing pest risks,Medium,LABEL_0,0.7376754879951477,neutral,0.9019876718521118
2024-06-28,South America,Germany,Ross PLC,3234,6,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,Mild rainfall aiding crop growth,Medium,LABEL_2,0.5472204089164734,neutral,0.6936230063438416
2025-01-04,Asia,Brazil,"Horn, Irwin and Dyer",76049,15,In Transit,Export restrictions lead to surplus in local markets.,High humidity increasing pest risks,Medium,LABEL_0,0.5000081062316895,neutral,0.8305914998054504
2024-11-09,Oceania,USA,Steele and Sons,60833,26,Delayed,Heavy rainfall damages crops in major producing areas.,Strong winds causing crop damage,High,LABEL_0,0.8395679593086243,contradiction,0.5324335098266602
2024-08-06,Africa,Germany,"Townsend, Becker and Davis",58708,24,Delayed,Pest infestation reduces tomato output in key regions.,Heavy rainfall causing waterlogging,High,LABEL_0,0.7376754879951477,neutral,0.8262304067611694
2025-01-09,South America,China,"Hall, Robinson and Burns",46091,23,Delayed,Government announces subsidies for tomato farmers.,Drought leading to crop failure,High,LABEL_1,0.7901261448860168,neutral,0.7276773452758789
2024-03-10,Asia,Canada,May-Carson,16763,11,Delayed,Improved infrastructure reduces transportation delays.,Drought leading to crop failure,High,LABEL_2,0.5472204089164734,contradiction,0.5272886753082275
2024-10-24,Europe,Canada,Sanchez-Phillips,99984,14,In Transit,Export restrictions lead to surplus in local markets.,Unexpected frost damaging crops,Medium,LABEL_0,0.5000081062316895,neutral,0.750298023223877
2024-06-14,South America,India,Graves-Carter,87470,25,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,Sunny and favorable for farming,High,LABEL_2,0.5472204089164734,neutral,0.7961116433143616
2024-08-09,Europe,India,Pugh-Green,60859,1,Delayed,Farmers report higher yields thanks to favorable weather.,Drought leading to crop failure,High,LABEL_2,0.8424614071846008,contradiction,0.9945935606956482
2024-06-10,North America,South Africa,"Wu, Mckinney and Schultz",7184,11,Delayed,Tomato prices soar due to unexpected frost in the region.,Drought leading to crop failure,High,LABEL_0,0.565018355846405,contradiction,0.7984853982925415
2024-05-07,Oceania,USA,Smith Inc,60843,17,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,Strong winds causing crop damage,High,LABEL_0,0.75569087266922,neutral,0.6424695253372192
2024-06-02,South America,Australia,Daniel-Bennett,95712,3,Delayed,Farmers report higher yields thanks to favorable weather.,Drought leading to crop failure,High,LABEL_2,0.8424614071846008,contradiction,0.9949721097946167
2024-05-14,Africa,South Africa,Nelson-Wilson,39177,8,Awaiting Dispatch,Delays in transportation cause supply chain disruptions.,Mild rainfall aiding crop growth,High,LABEL_0,0.8567883372306824,neutral,0.8690129518508911
2024-07-02,Europe,South Africa,Hoover-Mckenzie,17998,16,Delayed,Delays in transportation cause supply chain disruptions.,Strong winds causing crop damage,High,LABEL_0,0.8567883372306824,neutral,0.7482145428657532
2024-10-28,Oceania,South Africa,Rivera-Wright,58746,10,Delayed,Heavy rainfall damages crops in major producing areas.,Strong winds causing crop damage,High,LABEL_0,0.8395679593086243,contradiction,0.5496049523353577
2024-09-29,Oceania,USA,Anderson PLC,7993,29,Delayed,Heavy rainfall damages crops in major producing areas.,Heavy rainfall causing waterlogging,High,LABEL_0,0.8395679593086243,neutral,0.701318085193634
2024-08-28,South America,Australia,"Jimenez, Jacobs and Johnson",14189,27,Awaiting Dispatch,Farmers report higher yields thanks to favorable weather.,Sunny and favorable for farming,High,LABEL_2,0.8424614071846008,neutral,0.9240323901176453
2025-01-04,North America,India,"Bridges, Perkins and Gould",58231,21,Delayed,Delays in transportation cause supply chain disruptions.,Strong winds causing crop damage,High,LABEL_0,0.8567883372306824,neutral,0.8303477168083191
2024-07-25,Asia,Australia,Berry-Kelley,37853,9,Delayed,Farmers report higher yields thanks to favorable weather.,Unexpected frost damaging crops,High,LABEL_2,0.8424614071846008,contradiction,0.9376132488250732
2024-03-02,North America,South Africa,"Blake, Perez and Graves",55386,5,Delayed,Heavy rainfall damages crops in major producing areas.,Drought leading to crop failure,High,LABEL_0,0.8395679593086243,contradiction,0.9593777060508728
2024-04-03,Oceania,Germany,Reeves Ltd,76100,22,Delayed,Government announces subsidies for tomato farmers.,Strong winds causing crop damage,High,LABEL_1,0.7901261448860168,neutral,0.7100921273231506
2024-05-25,Europe,Canada,"Roman, Smith and Holloway",65647,27,In Transit,Labor shortages affect harvesting in rural areas.,High humidity increasing pest risks,High,LABEL_0,0.5824687480926514,neutral,0.8398709297180176
2024-07-15,North America,China,"Austin, Allen and Wilson",40948,18,Delayed,Delays in transportation cause supply chain disruptions.,Drought leading to crop failure,High,LABEL_0,0.8567883372306824,neutral,0.8394128680229187
2024-03-30,Africa,Australia,"Salazar, Hampton and Gomez",89253,24,In Transit,Tomato prices soar due to unexpected frost in the region.,Heavy rainfall causing waterlogging,High,LABEL_0,0.565018355846405,neutral,0.8224422931671143
2024-02-06,Oceania,South Africa,"Shaffer, Horton and Sweeney",31947,15,In Transit,Delays in transportation cause supply chain disruptions.,High humidity increasing pest risks,High,LABEL_0,0.8567883372306824,neutral,0.8273488283157349
2024-03-17,Europe,Canada,Sandoval-Taylor,40621,16,Awaiting Dispatch,Delays in transportation cause supply chain disruptions.,Mild rainfall aiding crop growth,High,LABEL_0,0.8567883372306824,neutral,0.857757568359375
2024-07-02,Africa,Brazil,Roberts-Blair,97076,29,Delayed,Improved infrastructure reduces transportation delays.,Drought leading to crop failure,High,LABEL_2,0.5472204089164734,contradiction,0.5172868371009827
2024-10-15,North America,Germany,"Cobb, Ruiz and Shelton",99876,21,Awaiting Dispatch,Government announces subsidies for tomato farmers.,High humidity increasing pest risks,High,LABEL_1,0.7901261448860168,neutral,0.852453887462616
2024-04-06,Asia,Germany,"Smith, Mcmahon and Salazar",17522,27,In Transit,Labor shortages affect harvesting in rural areas.,Drought leading to crop failure,High,LABEL_0,0.5824687480926514,neutral,0.7422775030136108
2024-02-24,Europe,South Africa,Nguyen-Freeman,68814,10,In Transit,Drought conditions lead to reduced tomato supply.,Strong winds causing crop damage,High,LABEL_0,0.75569087266922,neutral,0.5613148212432861
2024-03-21,South America,USA,"Rosario, Sheppard and Smith",6636,26,In Transit,Export restrictions lead to surplus in local markets.,Sunny and favorable for farming,High,LABEL_0,0.5000081062316895,neutral,0.8984965085983276
2024-10-18,Oceania,Canada,"Moses, Bryant and Ferrell",93995,2,Awaiting Dispatch,Delays in transportation cause supply chain disruptions.,Unexpected frost damaging crops,High,LABEL_0,0.8567883372306824,neutral,0.7685609459877014
2024-09-11,Africa,Canada,Price Ltd,73151,19,In Transit,Delays in transportation cause supply chain disruptions.,Unexpected frost damaging crops,High,LABEL_0,0.8567883372306824,neutral,0.7168149352073669
2024-04-27,North America,Germany,Johns Group,15689,1,Delayed,Government announces subsidies for tomato farmers.,Mild rainfall aiding crop growth,High,LABEL_1,0.7901261448860168,neutral,0.7585945129394531
2024-10-04,Oceania,Germany,"Schneider, Perez and Snyder",29062,13,Awaiting Dispatch,Delays in transportation cause supply chain disruptions.,Heavy rainfall causing waterlogging,High,LABEL_0,0.8567883372306824,neutral,0.8657960891723633
2024-07-20,South America,USA,"Davis, Torres and Bradley",6362,29,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,High humidity increasing pest risks,High,LABEL_2,0.5472204089164734,neutral,0.6236901879310608
2024-10-06,Europe,China,Howe Inc,32516,15,Delayed,Improved infrastructure reduces transportation delays.,Heavy rainfall causing waterlogging,High,LABEL_2,0.5472204089164734,neutral,0.5622679591178894
2024-11-11,Asia,Brazil,"Nguyen, Weaver and Carter",94867,30,Awaiting Dispatch,Pest infestation reduces tomato output in key regions.,Sunny and favorable for farming,High,LABEL_0,0.7376754879951477,neutral,0.8660120964050293
2025-01-03,Oceania,Brazil,Armstrong-Adams,94011,26,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,Unexpected frost damaging crops,High,LABEL_2,0.5472204089164734,neutral,0.5579551458358765
2024-04-19,Asia,China,Thomas-Moore,22640,6,In Transit,Farmers report higher yields thanks to favorable weather.,Heavy rainfall causing waterlogging,Low,LABEL_2,0.8424614071846008,contradiction,0.5722371339797974
2024-05-14,Oceania,Brazil,Bowman-Hughes,34538,26,Awaiting Dispatch,Tomato prices soar due to unexpected frost in the region.,High humidity increasing pest risks,High,LABEL_0,0.565018355846405,neutral,0.8788163661956787
2024-03-04,North America,Canada,Oconnell Inc,23333,21,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,Heavy rainfall causing waterlogging,High,LABEL_0,0.75569087266922,contradiction,0.9738957285881042
2024-08-16,Europe,Australia,"Murray, Simmons and Robinson",94977,8,Delayed,Tomato prices soar due to unexpected frost in the region.,Drought leading to crop failure,High,LABEL_0,0.565018355846405,contradiction,0.752318263053894
2024-09-11,South America,Australia,Allison Inc,57535,16,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,Mild rainfall aiding crop growth,Medium,LABEL_0,0.8395679593086243,contradiction,0.9116020798683167
2024-12-30,North America,Canada,"Thompson, Galloway and Cross",33171,26,Delayed,Pest infestation reduces tomato output in key regions.,Drought leading to crop failure,High,LABEL_0,0.7376754879951477,neutral,0.7859295010566711
2024-10-29,Europe,Germany,Woodward-Peters,41014,19,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,High humidity increasing pest risks,Medium,LABEL_0,0.8395679593086243,neutral,0.803195595741272
2024-08-28,Asia,China,Adams PLC,3548,14,Delayed,Delays in transportation cause supply chain disruptions.,High humidity increasing pest risks,High,LABEL_0,0.8567883372306824,neutral,0.8165242671966553
2024-06-04,Africa,Canada,Herman Ltd,53981,5,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,Sunny and favorable for farming,Low,LABEL_0,0.75569087266922,neutral,0.6301302909851074
2024-08-09,North America,USA,Carr and Sons,83742,7,In Transit,Government announces subsidies for tomato farmers.,Unexpected frost damaging crops,Low,LABEL_1,0.7901261448860168,neutral,0.7638182640075684
2024-07-05,Africa,India,Robbins-Morgan,97793,7,Delayed,Labor shortages affect harvesting in rural areas.,Unexpected frost damaging crops,High,LABEL_0,0.5824687480926514,neutral,0.7676942348480225
2024-11-21,Oceania,Australia,Butler-Buchanan,97444,3,Delayed,Delays in transportation cause supply chain disruptions.,Unexpected frost damaging crops,High,LABEL_0,0.8567883372306824,neutral,0.8497535586357117
2024-08-09,South America,Germany,"Hernandez, Bryan and Rojas",11526,28,In Transit,Labor shortages affect harvesting in rural areas.,Heavy rainfall causing waterlogging,High,LABEL_0,0.5824687480926514,neutral,0.7879541516304016
2024-10-01,South America,Canada,"Lang, Nicholson and Miller",22564,28,In Transit,Export restrictions lead to surplus in local markets.,Heavy rainfall causing waterlogging,High,LABEL_0,0.5000081062316895,neutral,0.7959276437759399
2024-09-04,Europe,South Africa,Moore-Wilson,37079,14,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,Heavy rainfall causing waterlogging,Medium,LABEL_0,0.8395679593086243,neutral,0.7697973251342773
2024-12-05,Oceania,India,Sosa Inc,74658,25,In Transit,Labor shortages affect harvesting in rural areas.,High humidity increasing pest risks,High,LABEL_0,0.5824687480926514,neutral,0.8512685298919678
2024-09-09,Africa,China,"Rivera, Parker and Brown",71756,5,Delayed,Labor shortages affect harvesting in rural areas.,Drought leading to crop failure,High,LABEL_0,0.5824687480926514,neutral,0.8056157827377319
2024-08-06,Africa,Canada,Hill-Mercado,65625,30,Delayed,Labor shortages affect harvesting in rural areas.,Sunny and favorable for farming,High,LABEL_0,0.5824687480926514,neutral,0.8754879832267761
2024-05-04,Europe,South Africa,"Lewis, Perez and Michael",50689,30,In Transit,Improved infrastructure reduces transportation delays.,Drought leading to crop failure,High,LABEL_2,0.5472204089164734,neutral,0.6692038178443909
2024-11-23,Africa,South Africa,Carpenter-Jenkins,66098,9,In Transit,Drought conditions lead to reduced tomato supply.,Unexpected frost damaging crops,Low,LABEL_0,0.75569087266922,neutral,0.5760278701782227
2024-12-20,Asia,Brazil,Arnold and Sons,79243,30,Awaiting Dispatch,Tomato prices soar due to unexpected frost in the region.,Sunny and favorable for farming,High,LABEL_0,0.565018355846405,neutral,0.8219864964485168
2024-06-27,Oceania,China,Jones-Francis,87438,21,In Transit,Drought conditions lead to reduced tomato supply.,Strong winds causing crop damage,High,LABEL_0,0.75569087266922,neutral,0.6032859086990356
2024-11-22,Oceania,India,"Martin, Booth and Brown",47151,24,In Transit,Government announces subsidies for tomato farmers.,Strong winds causing crop damage,High,LABEL_1,0.7901261448860168,neutral,0.7028757929801941
2024-03-24,Asia,China,Montgomery LLC,35235,6,Delayed,Drought conditions lead to reduced tomato supply.,Strong winds causing crop damage,High,LABEL_0,0.75569087266922,neutral,0.5541648268699646
2024-07-24,North America,China,Mcdonald Inc,62175,26,Awaiting Dispatch,Farmers report higher yields thanks to favorable weather.,Unexpected frost damaging crops,High,LABEL_2,0.8424614071846008,contradiction,0.9532307386398315
2024-10-01,Oceania,Australia,"Gates, Peterson and Shah",66779,14,Delayed,Pest infestation reduces tomato output in key regions.,High humidity increasing pest risks,High,LABEL_0,0.7376754879951477,neutral,0.8610489368438721
2024-09-27,Oceania,India,"Moore, Gardner and Lewis",31902,14,Awaiting Dispatch,Export restrictions lead to surplus in local markets.,High humidity increasing pest risks,Medium,LABEL_0,0.5000081062316895,neutral,0.8444631099700928
2024-09-30,Africa,South Africa,Fischer Inc,14094,21,In Transit,Labor shortages affect harvesting in rural areas.,Mild rainfall aiding crop growth,High,LABEL_0,0.5824687480926514,neutral,0.8641130328178406
